                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    313,                0.74828,                0.61984,                 1.3777,                0.97488,                      1,                0.99341,                0.85235,                0.56498,                0.63051,                 1.2004,             0.00098903,             0.00098903,             0.00098903
                    314,                0.64102,                0.57628,                 1.1667,                0.97791,                      1,                  0.995,                0.84652,                0.56931,                 0.7124,                 1.1837,             0.00098761,             0.00098761,             0.00098761
                    315,                0.71146,                 0.7372,                 1.2902,                0.97791,                      1,                  0.995,                0.84652,                0.56931,                 0.7124,                 1.1837,              0.0009862,              0.0009862,              0.0009862
                    316,                0.63488,                0.57514,                 1.1931,                 0.9924,                      1,                  0.995,                0.78175,                0.67129,                0.66779,                 1.2626,             0.00098478,             0.00098478,             0.00098478
                    317,                0.69576,                0.69503,                   1.26,                 0.9924,                      1,                  0.995,                0.78175,                0.67129,                0.66779,                 1.2626,             0.00098337,             0.00098337,             0.00098337
                    318,                 0.6906,                0.59509,                 1.1646,                0.98536,                      1,                  0.995,                0.77833,                0.70494,                0.66021,                 1.2515,             0.00098195,             0.00098195,             0.00098195
                    319,                0.65859,                0.57873,                 1.1801,                0.98536,                      1,                  0.995,                0.77833,                0.70494,                0.66021,                 1.2515,             0.00098054,             0.00098054,             0.00098054
                    320,                0.69135,                 0.5629,                  1.136,                0.98251,                      1,                  0.995,                0.85076,                0.60954,                0.63387,                 1.1474,             0.00097912,             0.00097912,             0.00097912
                    321,                0.67169,                0.64147,                 1.2363,                0.98251,                      1,                  0.995,                0.85076,                0.60954,                0.63387,                 1.1474,             0.00097771,             0.00097771,             0.00097771
                    322,                0.62117,                0.56273,                 1.0901,                0.98195,                      1,                  0.995,                0.87144,                0.54673,                0.61951,                 1.1047,             0.00097629,             0.00097629,             0.00097629
                    323,                0.62733,                0.55384,                 1.2107,                0.98195,                      1,                  0.995,                0.87144,                0.54673,                0.61951,                 1.1047,             0.00097488,             0.00097488,             0.00097488
                    324,                0.73327,                0.62748,                 1.2124,                0.98413,                      1,                  0.995,                0.90116,                0.47158,                0.57881,                 1.0527,             0.00097346,             0.00097346,             0.00097346
                    325,                0.77754,                 0.6915,                 1.2542,                0.98413,                      1,                  0.995,                0.90116,                0.47158,                0.57881,                 1.0527,             0.00097205,             0.00097205,             0.00097205
                    326,                0.59194,                0.52813,                 1.0609,                0.98762,                      1,                  0.995,                0.89817,                0.45569,                0.53377,                 1.0367,             0.00097063,             0.00097063,             0.00097063
                    327,                0.63482,                0.58016,                 1.1344,                0.98762,                      1,                  0.995,                0.89817,                0.45569,                0.53377,                 1.0367,             0.00096922,             0.00096922,             0.00096922
                    328,                0.70896,                0.59291,                 1.0768,                0.98513,                      1,                  0.995,                0.86795,                0.55969,                0.53923,                 1.0833,              0.0009678,              0.0009678,              0.0009678
                    329,                0.62177,                0.56618,                 1.2025,                0.98513,                      1,                  0.995,                0.86795,                0.55969,                0.53923,                 1.0833,             0.00096639,             0.00096639,             0.00096639
                    330,                0.80078,                 0.6738,                 1.3374,                0.98543,                      1,                  0.995,                0.86753,                0.55051,                0.52509,                 1.0557,             0.00096498,             0.00096498,             0.00096498
                    331,                0.79272,                0.66343,                 1.4412,                0.98543,                      1,                  0.995,                0.86753,                0.55051,                0.52509,                 1.0557,             0.00096356,             0.00096356,             0.00096356
                    332,                0.68702,                0.64761,                 1.2281,                0.98379,                      1,                  0.995,                 0.8858,                0.50463,                0.50748,                 1.0275,             0.00096215,             0.00096215,             0.00096215
                    333,                0.68869,                0.64141,                 1.3008,                0.98379,                      1,                  0.995,                 0.8858,                0.50463,                0.50748,                 1.0275,             0.00096073,             0.00096073,             0.00096073
                    334,                0.77309,                0.61074,                 1.1645,                0.98301,                      1,                  0.995,                0.88014,                0.53776,                  0.554,                 1.0537,             0.00095932,             0.00095932,             0.00095932
                    335,                 0.6419,                0.60493,                 1.1476,                0.98301,                      1,                  0.995,                0.88014,                0.53776,                  0.554,                 1.0537,              0.0009579,              0.0009579,              0.0009579
                    336,                0.63039,                0.56559,                 1.1077,                0.97891,                      1,                  0.995,                0.88663,                0.55343,                0.58732,                 1.0817,             0.00095649,             0.00095649,             0.00095649
                    337,                0.58656,                0.54838,                 1.1207,                0.97891,                      1,                  0.995,                0.88663,                0.55343,                0.58732,                 1.0817,             0.00095507,             0.00095507,             0.00095507
                    338,                 0.9655,                0.83211,                 1.5669,                0.98421,                      1,                  0.995,                0.90996,                0.52684,                0.57111,                 1.0774,             0.00095366,             0.00095366,             0.00095366
                    339,                0.67943,                 0.6122,                 1.1455,                0.98421,                      1,                  0.995,                0.90996,                0.52684,                0.57111,                 1.0774,             0.00095224,             0.00095224,             0.00095224
                    340,                0.72389,                0.61536,                 1.2299,                0.99245,                      1,                  0.995,                0.92163,                0.45806,                0.51561,                 1.0347,             0.00095083,             0.00095083,             0.00095083
                    341,                0.67367,                0.57787,                 1.1812,                0.99245,                      1,                  0.995,                0.92163,                0.45806,                0.51561,                 1.0347,             0.00094941,             0.00094941,             0.00094941
                    342,                 0.6572,                0.56812,                 1.1117,                0.99608,                      1,                  0.995,                0.92261,                0.46025,                0.49249,                 1.0432,               0.000948,               0.000948,               0.000948
                    343,                0.72833,                 0.6674,                 1.2929,                0.99608,                      1,                  0.995,                0.92261,                0.46025,                0.49249,                 1.0432,             0.00094658,             0.00094658,             0.00094658
                    344,                0.72045,                0.55055,                 1.1282,                0.99634,                      1,                  0.995,                0.90648,                 0.4836,                0.50981,                 1.0686,             0.00094517,             0.00094517,             0.00094517
                    345,                0.61752,                0.57566,                 1.1045,                0.99634,                      1,                  0.995,                0.90648,                 0.4836,                0.50981,                 1.0686,             0.00094375,             0.00094375,             0.00094375
                    346,                0.56819,                0.54946,                 1.1557,                0.99594,                      1,                  0.995,                0.89301,                0.49044,                0.53175,                 1.0827,             0.00094234,             0.00094234,             0.00094234
                    347,                0.69359,                0.57402,                 1.2078,                0.99594,                      1,                  0.995,                0.89301,                0.49044,                0.53175,                 1.0827,             0.00094093,             0.00094093,             0.00094093
                    348,                0.60737,                0.54938,                 1.1368,                0.99445,                      1,                  0.995,                0.90018,                0.48843,                0.53789,                 1.1015,             0.00093951,             0.00093951,             0.00093951
                    349,                 0.7295,                0.67924,                 1.2204,                0.99445,                      1,                  0.995,                0.90018,                0.48843,                0.53789,                 1.1015,              0.0009381,              0.0009381,              0.0009381
                    350,                0.73297,                0.54462,                 1.1594,                0.99058,                      1,                  0.995,                0.90677,                0.47403,                0.53953,                 1.1241,             0.00093668,             0.00093668,             0.00093668
                    351,                 0.6722,                0.58329,                 1.1176,                0.99058,                      1,                  0.995,                0.90677,                0.47403,                0.53953,                 1.1241,             0.00093527,             0.00093527,             0.00093527
                    352,                0.65306,                0.84098,                 1.4493,                0.99469,                      1,                  0.995,                 0.9075,                0.47787,                0.53087,                 1.0997,             0.00093385,             0.00093385,             0.00093385
                    353,                0.63792,                0.56468,                 1.1632,                0.99469,                      1,                  0.995,                 0.9075,                0.47787,                0.53087,                 1.0997,             0.00093244,             0.00093244,             0.00093244
                    354,                0.58235,                0.51553,                 1.1926,                0.99285,                      1,                  0.995,                 0.8899,                0.58821,                0.54269,                 1.0987,             0.00093102,             0.00093102,             0.00093102
                    355,                0.60285,                0.57065,                 1.1002,                0.99285,                      1,                  0.995,                 0.8899,                0.58821,                0.54269,                 1.0987,             0.00092961,             0.00092961,             0.00092961
                    356,                0.73621,                0.61565,                 1.1758,                0.99245,                      1,                  0.995,                0.86667,                0.63615,                0.57969,                 1.1282,             0.00092819,             0.00092819,             0.00092819
                    357,                0.67567,                0.53559,                 1.1314,                0.99245,                      1,                  0.995,                0.86667,                0.63615,                0.57969,                 1.1282,             0.00092678,             0.00092678,             0.00092678
                    358,                0.60826,                0.53174,                 1.1023,                0.99265,                      1,                  0.995,                0.87185,                0.55993,                0.61848,                 1.1001,             0.00092536,             0.00092536,             0.00092536
                    359,                0.68831,                0.63999,                  1.204,                0.99265,                      1,                  0.995,                0.87185,                0.55993,                0.61848,                 1.1001,             0.00092395,             0.00092395,             0.00092395
                    360,                 0.6242,                0.53635,                 1.1214,                0.99377,                      1,                  0.995,                0.90313,                0.48853,                0.54508,                 1.0609,             0.00092253,             0.00092253,             0.00092253
                    361,                0.64068,                0.54717,                 1.0869,                0.99377,                      1,                  0.995,                0.90313,                0.48853,                0.54508,                 1.0609,             0.00092112,             0.00092112,             0.00092112
                    362,                0.56796,                0.54043,                 1.1221,                0.99695,                      1,                  0.995,                0.91113,                0.47304,                0.48771,                 1.0491,              0.0009197,              0.0009197,              0.0009197
                    363,                0.63689,                0.56582,                 1.1559,                0.99695,                      1,                  0.995,                0.91113,                0.47304,                0.48771,                 1.0491,             0.00091829,             0.00091829,             0.00091829
                    364,                0.64741,                0.58492,                 1.1551,                0.99536,                      1,                  0.995,                0.91767,                 0.4436,                0.44838,                 1.0282,             0.00091687,             0.00091687,             0.00091687
                    365,                0.68487,                0.56093,                 1.1063,                0.99536,                      1,                  0.995,                0.91767,                 0.4436,                0.44838,                 1.0282,             0.00091546,             0.00091546,             0.00091546
                    366,                0.64105,                0.73226,                 1.2359,                0.99196,                      1,                  0.995,                0.90989,                0.49419,                0.48695,                 1.0296,             0.00091405,             0.00091405,             0.00091405
                    367,                0.73468,                0.64973,                 1.2103,                0.99196,                      1,                  0.995,                0.90989,                0.49419,                0.48695,                 1.0296,             0.00091263,             0.00091263,             0.00091263
                    368,                0.60697,                0.50861,                 1.0804,                0.98974,                      1,                  0.995,                0.90767,                 0.4842,                0.49786,                 1.0332,             0.00091122,             0.00091122,             0.00091122
                    369,                0.63466,                0.54977,                 1.1897,                0.98974,                      1,                  0.995,                0.90767,                 0.4842,                0.49786,                 1.0332,              0.0009098,              0.0009098,              0.0009098
                    370,                0.73276,                 0.6236,                 1.2361,                0.98855,                      1,                  0.995,                0.90089,                0.48811,                0.49226,                  1.062,             0.00090839,             0.00090839,             0.00090839
                    371,                0.64387,                0.54625,                 1.1681,                0.98855,                      1,                  0.995,                0.90089,                0.48811,                0.49226,                  1.062,             0.00090697,             0.00090697,             0.00090697
                    372,                 0.5854,                0.57399,                 1.1045,                0.98739,                      1,                  0.995,                0.88859,                0.48334,                 0.4956,                 1.0557,             0.00090556,             0.00090556,             0.00090556
                    373,                0.64131,                0.57323,                 1.1587,                0.98739,                      1,                  0.995,                0.88859,                0.48334,                 0.4956,                 1.0557,             0.00090414,             0.00090414,             0.00090414
                    374,                0.81876,                0.69493,                 1.3268,                0.98516,                      1,                  0.995,                0.90163,                0.48426,                0.49352,                 1.0298,             0.00090273,             0.00090273,             0.00090273
                    375,                0.66076,                0.55148,                 1.0975,                0.98516,                      1,                  0.995,                0.90163,                0.48426,                0.49352,                 1.0298,             0.00090131,             0.00090131,             0.00090131
                    376,                0.64807,                0.60385,                 1.1107,                0.98687,                      1,                  0.995,                0.87579,                 0.5897,                0.52608,                 1.0509,              0.0008999,              0.0008999,              0.0008999
                    377,                0.69695,                0.56857,                 1.1157,                0.98687,                      1,                  0.995,                0.87579,                 0.5897,                0.52608,                 1.0509,             0.00089848,             0.00089848,             0.00089848
                    378,                0.87214,                0.65454,                  1.437,                0.99262,                      1,                  0.995,                0.86618,                0.60584,                0.51415,                  1.074,             0.00089707,             0.00089707,             0.00089707
                    379,                0.62459,                0.81281,                 1.2125,                0.99262,                      1,                  0.995,                0.86618,                0.60584,                0.51415,                  1.074,             0.00089565,             0.00089565,             0.00089565
                    380,                0.65469,                0.55943,                 1.1119,                0.99545,                      1,                  0.995,                0.87718,                0.57295,                 0.4655,                 1.0784,             0.00089424,             0.00089424,             0.00089424
                    381,                0.69685,                0.64318,                 1.2455,                0.99545,                      1,                  0.995,                0.87718,                0.57295,                 0.4655,                 1.0784,             0.00089282,             0.00089282,             0.00089282
                    382,                0.72447,                0.58145,                 1.1621,                0.99622,                      1,                  0.995,                0.88558,                0.53675,                0.46051,                 1.0678,             0.00089141,             0.00089141,             0.00089141
                    383,                0.65855,                0.62516,                 1.2331,                0.99622,                      1,                  0.995,                0.88558,                0.53675,                0.46051,                 1.0678,                0.00089,                0.00089,                0.00089
                    384,                0.62786,                0.53829,                 1.0549,                0.99708,                      1,                  0.995,                0.90381,                0.49292,                0.47296,                 1.0544,             0.00088858,             0.00088858,             0.00088858
                    385,                 0.6021,                0.68732,                 1.2635,                0.99708,                      1,                  0.995,                0.90381,                0.49292,                0.47296,                 1.0544,             0.00088717,             0.00088717,             0.00088717
                    386,                 0.6948,                0.70654,                 1.3272,                0.99694,                      1,                  0.995,                0.90545,                0.47935,                0.46298,                 1.0386,             0.00088575,             0.00088575,             0.00088575
                    387,                0.65216,                0.55656,                 1.2313,                0.99694,                      1,                  0.995,                0.90545,                0.47935,                0.46298,                 1.0386,             0.00088434,             0.00088434,             0.00088434
                    388,                0.72335,                0.72892,                 1.3006,                0.99648,                      1,                  0.995,                0.89616,                0.49172,                 0.4772,                  1.036,             0.00088292,             0.00088292,             0.00088292
                    389,                0.60049,                0.52803,                 1.1122,                0.99648,                      1,                  0.995,                0.89616,                0.49172,                 0.4772,                  1.036,             0.00088151,             0.00088151,             0.00088151
                    390,                0.72831,                0.58592,                 1.1071,                0.99533,                      1,                  0.995,                 0.8941,                0.50314,                0.48588,                 1.0426,             0.00088009,             0.00088009,             0.00088009
                    391,                0.70812,                0.75314,                 1.1973,                0.99533,                      1,                  0.995,                 0.8941,                0.50314,                0.48588,                 1.0426,             0.00087868,             0.00087868,             0.00087868
                    392,                0.69442,                0.58648,                 1.0742,                0.99378,                      1,                  0.995,                0.89705,                0.50658,                0.47677,                 1.0412,             0.00087726,             0.00087726,             0.00087726
                    393,                0.70678,                0.63471,                 1.1861,                0.99378,                      1,                  0.995,                0.89705,                0.50658,                0.47677,                 1.0412,             0.00087585,             0.00087585,             0.00087585
